시군구명,시설종류,시설명,장기요양지정기관 여부,도로명 주소,지번 주소,전화번호,FAX번호,우편번호,입소정원,입소현원-계,입소현원-남자,입소현원-여자,입소현원-등급내(시설급여1~5급),입소현원-등급외,입소현원-기초수급자,입소현원-기초수급자외,종사자정원,종사자현원-계,종사자현원-남자,종사자현원-여자,종사자현원-정규직,종사자현원-비정규직,설치일자,설치주체-지자체,설치주체-민간,운영주체-구분,운영주체-법인(단체)명,영리/비영리,비고,WGS84위도,WGS84경도
고양시,노인요양시설(개정법),호산나복지원,지정,경기도 고양시 덕양구 혜음로 34,경기도 고양시 덕양구 고양동 218-2번지,031-9690-0260,031-9690-0263,10275,15,13,2,11,12,1,2,11,0,10,1,9,10,0,2013-03-01,,개인,개인,,영리,,37.7035122029,126.9022464152
고양시,노인요양시설(개정법),홍익사회복지원 노인요양원,지정,경기도 고양시 일산동구 숲속마을로 14-9,경기도 고양시 일산동구 풍동 1276-4번지,031-9070-5900,031-9070-5902,10305,68,62,8,54,61,1,0,62,44,43,5,38,43,0,2011-05-26,,개인,개인,,영리,,37.6676167787,126.8013592415
고양시,노인요양시설(개정법),효누림실버타운부설요양원,지정,경기도 고양시 일산동구 성현로377번길 128-5,경기도 고양시 일산동구 문봉동 21-28번지,031-9750-1111,031-9750-7375,10258,26,24,8,16,12,12,1,23,15,15,2,13,14,1,2016-11-08,,개인,개인,,영리,,37.7004623271,126.8327226395
고양시,노인요양시설(개정법),효누림요양원,지정,경기도 고양시 일산동구 성현로377번길 128,경기도 고양시 일산동구 문봉동 26-3번지,031-9750-3401,031-9750-3451,10258,98,98,33,65,97,1,11,87,58,58,9,49,57,1,2013-08-14,,개인,개인,,영리,,37.7017486454,126.8322686972
고양시,노인요양시설(개정법),효림요양원,지정,경기도 고양시 일산동구 중산로 236,경기도 고양시 일산동구 중산동 1570-4번지,031-9760-6235,031-9760-5236,10333,22,11,1,10,11,0,1,10,0,13,5,8,11,2,2016-09-12,,개인,개인,,영리,,37.6930090200,126.7807045139
고양시,노인요양공동생활가정,효바라기요양원,지정,경기도 고양시 일산동구 고양대로 864-41,경기도 고양시 일산동구 중산동 35-8번지,031-9770-8215,031-9770-8216,10311,8,7,2,5,7,0,1,6,6,6,1,5,5,1,2015-04-03,,개인,개인,,영리,,37.6784132092,126.7905527579
고양시,노인요양시설(개정법),효사랑실버케어,지정,경기도 고양시 덕양구 호국로789번길 7,경기도 고양시 덕양구 주교동 614번지,031-9690-8500,031-9670-8555,10461,21,17,5,12,16,1,0,17,13,13,1,12,13,0,2017-12-20,,개인,개인,,영리,,37.6568278870,126.8356755249
고양시,노인요양공동생활가정,효사랑요양원,지정,경기도 고양시 일산동구 중산로 234,경기도 고양시 일산동구 중산동 1570-5번지,031-9750-9575,031-9750-9576,10333,9,9,3,6,4,5,2,7,9,7,1,6,6,1,2016-03-02,,개인,개인,,영리,정부지원,37.6928376411,126.7806834844
고양시,노인요양공동생활가정,희망샘(요양원),지정,경기도 고양시 덕양구 독곶이길 45,경기도 고양시 덕양구 주교동 1373번지,031-9620-2870,031-9620-7222,10454,9,8,0,8,7,1,1,7,6,6,1,5,6,0,2014-03-18,,개인,개인,,영리,,37.6523390443,126.8182575252
고양시,노인요양시설(개정법),희망의마을 요양원,지정,경기도 고양시 덕양구 내유길 30,경기도 고양시 덕양구 내유동 441-1번지,031-9620-8338,031-9630-7107,10264,49,46,16,30,46,0,23,23,29,29,2,27,29,0,1997-12-22,,사회복지법인,사회복지법인,사회복지법인군상재단희망의마을,비영리,,37.7188519464,126.8526069808
과천시,노인요양시설(개정법),구세군과천요양원,지정,경기도 과천시 관악산길 194,경기도 과천시 중앙동 83-3번지,02-502-2015,02-504-3039,13800,25,20,5,15,20,0,20,0,0,13,2,11,0,13,1994-01-01,,그외법인,재단법인,재)대한구세군유지재단법인,비영리,,37.4324184855,126.9874081070
과천시,노인요양시설(개정법),구세군승리요양원,지정,경기도 과천시 관악산길 188,경기도 과천시 중앙동 83-4번지,02-502-2093,02-3418-0098,13800,62,62,10,52,59,3,0,62,62,40,4,36,2,38,2008-07-01,,그외법인,재단법인,재)대한구세군유지재단법인,비영리,,37.4327978327,126.9875863721
광명시,노인요양공동생활가정,"""A"" 참사랑시니어케어센터",지정,경기도 광명시 광명로888번길 15,경기도 광명시 광명동 158-565번지,02-2688-6045,02-2688-0277,14263,9,9,1,8,9,0,2,7,6,5,0,5,5,0,2010-03-26,,개인,개인,,영리,,37.4777517558,126.8556087823
광명시,노인요양시설(개정법),(A)공경효자손요양원,지정,경기도 광명시 소하로 88,경기도 광명시 소하동 1341-3번지,02-2616-3545,02-2689-3545,14316,24,24,0,24,24,0,0,24,14,18,1,17,7,11,2013-01-22,,개인,개인,,영리,,37.4469471133,126.8833450092
광명시,노인요양시설(개정법),A-착한요양원,지정,경기도 광명시 소하로 86,경기도 광명시 소하동 1341-2번지,02-802-0011,02-802-9966,14316,42,40,7,33,40,0,2,38,25,28,0,28,28,0,2015-10-06,,개인,개인,,영리,,37.4472807205,126.8833648816
광명시,노인요양공동생활가정,공생마을요양센터,지정,,경기도 광명시 광명동 732번지 광명중앙하이츠아파트,02-2686-5194,02-6280-5196,14278,7,5,0,5,5,0,0,5,4,5,1,4,5,0,2016-07-01,,개인,개인,,영리,,37.4697147512,126.8561753659
광명시,노인요양공동생활가정,광명다솜요양원,지정,경기도 광명시 가학로15번길 21,경기도 광명시 가학동 484-1번지,02-2617-1003,02-2617-1008,14341,9,9,1,8,9,0,0,9,6,8,2,6,7,1,2017-12-22,,개인,개인,,영리,,37.4183932092,126.8499360875
광명시,노인요양공동생활가정,광명사랑요양원,지정,경기도 광명시 오리로 1043,경기도 광명시 광명동 159-110번지,02-2614-2888,02-2625-2256,14284,9,5,0,5,5,0,2,3,5,6,1,5,6,0,2015-11-26,,개인,개인,,영리,,37.4811682252,126.8474585342
광명시,노인요양시설(개정법),광명시립노인요양센터,지정,경기도 광명시 오리로 613,경기도 광명시 하안동 230번지,02-6747-7000,02-6747-7002,14303,114,114,24,90,114,0,65,49,66,79,6,73,77,2,2015-05-01,위탁,,의료법인,의료법인 광명의료재단,비영리,,37.4554107848,126.8781649434
광명시,노인요양시설(개정법),광명요양원,지정,경기도 광명시 도덕로 24,경기도 광명시 광명동 743-9번지,02-2613-4450,02-2618-4450,14282,29,26,9,17,26,0,11,15,14,17,1,16,17,0,2011-06-03,,개인,개인,,영리,,37.4679716858,126.8506039311
광명시,노인요양공동생활가정,광명제일데이케어센터-공생,지정,경기도 광명시 광화로 22,경기도 광명시 광명동 352-14번지,02-2682-7974,02-2683-7974,14294,9,7,2,5,7,0,2,5,5,8,2,6,8,0,2017-06-01,,개인,개인,,영리,,37.4735599404,126.8489383516
광명시,노인요양시설(개정법),광명천사요양원,지정,경기도 광명시 광명로 823,경기도 광명시 광명동 346-46번지,02-2616-3581,02-2611-6257,14294,29,29,5,24,29,0,3,26,16,20,2,18,19,1,2015-07-29,,개인,개인,,영리,,37.4729491713,126.8509679997
광명시,노인요양시설(개정법),광명한마음요양원,지정,경기도 광명시 광화로 22,경기도 광명시 광명동 352-14번지,02-2060-7072,02-2060-7313,14294,17,15,5,10,15,0,6,9,10,11,2,9,10,1,2016-12-16,,개인,개인,,영리,,37.4735599404,126.8489383516
광명시,노인요양공동생활가정,모범요양원,지정,,경기도 광명시 광명로 962,02-2245-9652,02-2611-9652,,9,7,3,4,6,1,0,7,5,7,1,6,1,6,2013-01-18,,개인,개인,,영리,,,
광명시,노인요양시설(개정법),성산노인요양원,지정,경기도 광명시 시청로29번길 14,경기도 광명시 철산동 216-2번지,02-2684-0069,02-2614-6861,14216,25,24,1,23,24,0,2,22,14,19,2,17,19,0,2010-03-01,,개인,개인,,영리,,37.4786817246,126.8625451901
광명시,노인요양시설(개정법),참편한노인요양센터,지정,경기도 광명시 오리로381번길 3,경기도 광명시 소하동 923-9번지,02-898-1236,02-898-1919,14333,49,45,14,31,45,0,6,39,27,31,4,27,30,1,2009-03-05,,개인,개인,,영리,,37.4364059496,126.8790908757
광명시,노인요양시설(개정법),평강의집,지정,경기도 광명시 도덕로54번길 10,경기도 광명시 광명동 730번지,02-2613-7702,02-2613-7706,14279,60,56,7,49,56,0,4,52,35,41,1,40,40,1,2003-10-23,,그외법인,재단법인,기독교대한감리회,비영리,,37.4681165885,126.8540178419
광명시,노인요양시설(개정법),호광협동조합요양원,지정,경기도 광명시 원노온사로 69-1,경기도 광명시 노온사동 157-35번지,02-2060-0400,02-2060-0433,14302,42,42,10,32,41,1,1,41,26,28,2,26,26,2,2017-02-24,,단체(법인회),기타,호광협동조합요양원,비영리,,37.4525483273,126.8503981162
광주시,노인요양시설(개정법),광주태전소망요양원,지정,경기도 광주시 고불로186번길 28-11,경기도 광주시 태전동 425-2번지,031-767-2191,070-4300-3728,12781,20,18,6,12,18,0,5,13,0,15,3,12,12,3,2017-01-02,,개인,개인,,영리,,37.3973482650,127.2152784512
광주시,노인요양공동생활가정,글로리아요양원,지정,경기도 광주시 곤지암읍 새재길190번길 38-8,경기도 광주시 곤지암읍 봉현리 105-2번지,031-798-8026,031-798-8028,12724,9,9,0,9,9,0,4,5,0,5,2,3,5,0,2010-04-30,,개인,개인,,영리,,37.3416965253,127.4071309932
광주시,노인요양시설(개정법),남서울너싱홈,지정,경기도 광주시 오포읍 새말길 324-15,경기도 광주시 오포읍 신현리 501번지,031-726-9195,031-726-9196,12820,33,27,4,23,26,1,1,26,0,18,3,15,18,0,2013-07-01,,개인,개인,,영리,,37.3806265832,127.1763157706
광주시,노인요양시설(개정법),너싱홈 해원,지정,경기도 광주시 초월읍 하오개길71번길 42-29,경기도 광주시 초월읍 학동리 279번지,031-797-8895,031-797-8903,12731,29,29,3,26,29,0,3,26,21,21,4,17,20,1,2011-01-31,,개인,개인,,영리,,37.3776291826,127.3356114844
광주시,노인요양시설(개정법),너싱홈그린힐,지정,경기도 광주시 탄벌길 108,경기도 광주시 탄벌동 598-4번지,031-768-5226,031-768-5230,12747,65,63,8,55,63,0,0,63,41,50,3,47,48,2,2004-08-05,,그외법인,주식회사,주식회사 너싱홈그린힐,영리,,37.4219681163,127.2360934102
광주시,노인요양시설(개정법),동인요양원,지정,경기도 광주시 목동길46번길 28,경기도 광주시 목동 392-10번지,031-765-5510,031-765-5517,12770,29,28,0,28,28,0,5,23,0,20,2,18,20,0,2013-05-15,,개인,개인,,영리,,37.3825419065,127.1949229712
광주시,노인요양시설(개정법),로뎀요양원,지정,경기도 광주시 광남안로 325,경기도 광주시 목동 253번지,031-765-8893,031-765-7877,12770,41,41,8,33,41,0,5,36,41,28,3,25,19,9,2014-07-15,,그외법인,주식회사,㈜로뎀,영리,,37.3888492827,127.1975408477
광주시,노인요양시설(개정법),로이스요양원,지정,경기도 광주시 오포읍 양촌길 103-7,경기도 광주시 오포읍 양벌리 590-1번지,031-764-2566,031-764-2568,12795,28,28,4,24,28,0,0,28,19,19,1,18,2,17,2014-11-01,,개인,개인,,영리,,37.3712137039,127.2453630492
광주시,노인요양공동생활가정,마리아의작은집,지정,경기도 광주시 초월읍 도곡길 132-4,경기도 광주시 초월읍 쌍동리 311-14번지,031-768-3080,031-762-3080,12736,9,9,0,9,9,0,2,7,0,7,1,6,2,5,2013-05-20,,개인,개인,,영리,,37.3681195633,127.2900398143
광주시,노인요양시설(개정법),백향목요양원,지정,경기도 광주시 곤지암읍 경충대로 363-36,경기도 광주시 곤지암읍 수양리 537-3번지,031-766-2900,031-766-2999,12813,83,75,26,49,75,0,9,66,15,46,8,38,0,46,2014-12-09,,개인,개인,,영리,,37.3363471553,127.3653461073
광주시,노인요양공동생활가정,사랑의 집,지정,경기도 광주시 오포읍 문형산길 62,경기도 광주시 오포읍 신현리 341-5번지,031-726-0767,031-712-5402,12820,9,9,2,7,9,0,2,7,6,6,2,4,6,0,2011-11-22,,개인,개인,,영리,,37.3630792206,127.1642965139
광주시,노인요양시설(개정법),수산나요양원,지정,경기도 광주시 초월읍 도평길 71,경기도 광주시 초월읍 도평리 181번지,031-798-9988,031-897-9989,12734,58,55,11,44,55,0,2,53,39,39,0,39,38,1,2010-09-09,,개인,개인,,영리,,37.3961745587,127.2974746469
광주시,노인요양공동생활가정,쉴만한물가,지정,경기도 광주시 초월읍 양지길 28-24,경기도 광주시 초월읍 무갑리 478번지,031-797-8967,031-794-8966,12730,9,9,0,9,9,0,4,5,8,9,3,6,7,2,2009-08-10,,개인,개인,,영리,,37.4190596623,127.3191454031
광주시,노인요양시설(개정법),아이너싱홈,지정,경기도 광주시 퇴촌면 산수로 1289,경기도 광주시 퇴촌면 광동리 276-1번지,031-766-0868,031-766-0869,12711,67,65,10,55,63,2,4,61,51,51,7,44,0,51,2004-07-01,,그외법인,주식회사,아이서비스,영리,,37.4696248964,127.3065951797
광주시,노인요양시설(개정법),여기애인의집,지정,경기도 광주시 도척면 도척로 882-9,경기도 광주시 도척면 유정리 579-1번지,031-769-5836,031-769-5835,12817,76,64,8,56,64,0,25,39,42,48,3,45,44,4,2001-03-05,,사회복지법인,사회복지법인,사회복지법인오로지종합복지원,비영리,정부지원,37.2897029030,127.3085684414
광주시,노인요양시설(개정법),오크힐스 광주요양원,지정,경기도 광주시 오포읍 매자리길 94-60,경기도 광주시 오포읍 매산리 190-1번지,031-765-0091,031-765-0053,12798,92,92,67,25,92,0,1,91,54,57,10,47,56,1,2009-02-02,,그외법인,주식회사,㈜엠에스오코리아,영리,,37.3503539476,127.2574245232
광주시,노인요양시설(개정법),위더스너싱홈,지정,경기도 광주시 초월읍 경충대로 974-55,경기도 광주시 초월읍 산이리 110-5번지,031-769-2250,031-761-8630,12799,28,28,8,20,28,0,3,25,17,17,2,15,16,1,2013-04-03,,개인,개인,,영리,,37.3669752750,127.3117377500
광주시,노인요양시설(개정법),위더스요양원,지정,경기도 광주시 초월읍 경충대로 974-57,경기도 광주시 초월읍 산이리 109번지,031-798-5800,031-761-8630,12799,29,29,1,28,29,0,4,25,0,22,2,20,21,1,2013-01-17,,개인,개인,,영리,,37.3671732733,127.3115452658
광주시,노인요양시설(개정법),유림노인전문요양원,지정,경기도 광주시 퇴촌면 광동로 57-13,경기도 광주시 퇴촌면 광동리 241-1번지,031-761-5100,031-761-5140,12711,28,24,5,19,23,1,4,20,18,18,3,15,18,0,2013-08-27,,개인,개인,,영리,,37.4710622972,127.3091925711
광주시,노인요양시설(개정법),작은안나의집,지정,경기도 광주시 도척면 도척로 882-9,경기도 광주시 도척면 유정리 579-1번지,031-764-9751,031-764-9750,12817,150,96,79,17,96,0,32,64,0,67,8,59,64,3,1995-02-03,,사회복지법인,사회복지법인,오로지종합복지원,비영리,정부지원,37.2897029030,127.3085684414
광주시,노인요양시설(개정법),정훈노인전문요양원,지정,경기도 광주시 곤지암읍 부항길 135-5,경기도 광주시 곤지암읍 부항리 81-1번지,031-768-4119,031-768-4078,12723,48,35,13,22,35,0,8,27,28,22,2,20,21,1,2009-06-01,,개인,개인,,영리,,37.3518839368,127.4093315242
광주시,노인요양시설(개정법),참사랑너싱홈,지정,경기도 광주시 오포읍 대명대길11번길 37,경기도 광주시 오포읍 능평리 407번지,031-711-3997,031-711-3959,12772,25,23,8,15,23,0,1,22,25,19,1,18,15,4,2013-11-08,,개인,개인,,영리,,37.3600076776,127.1682625317
광주시,노인요양공동생활가정,초월형원의집,지정,경기도 광주시 초월읍 경충대로1284번길 41-15,경기도 광주시 초월읍 대쌍령리 154-16번지,031-766-7123,031-769-4234,12735,9,9,0,9,9,0,3,6,5,5,0,5,5,0,2008-03-06,,사회복지법인,사회복지법인,사회복지법인오로지종합복지원,비영리,,37.3913848365,127.2903590473
광주시,노인요양공동생활가정,평강요양원,지정,경기도 광주시 초월읍 독고개길 16,경기도 광주시 초월읍 산이리 31번지,031-766-7661,031-766-7610,12807,9,9,0,9,9,0,3,6,8,8,1,7,7,1,2014-11-11,,개인,개인,,영리,,37.3585987618,127.3157899946
광주시,노인요양시설(개정법),푸르나요양원,지정,경기도 광주시 퇴촌면 가새골길 16-10,경기도 광주시 퇴촌면 원당리 139-3번지,031-766-7774,031-766-7726,12715,32,32,2,30,32,0,0,32,20,21,3,18,20,1,2013-12-06,,개인,개인,,영리,,37.4383995240,127.3167589048
광주시,노인요양시설(개정법),한마음너싱홈,지정,경기도 광주시 경안로 143,경기도 광주시 경안동 214번지,031-798-0081,031-798-0091,12764,41,40,6,34,40,0,2,38,31,31,4,27,29,2,2004-09-17,,개인,개인,,영리,,37.4096085262,127.2476965192
광주시,노인요양시설(개정법),행복한 요양원,지정,경기도 광주시 오포읍 대명대길 38-8,경기도 광주시 오포읍 능평리 375-5번지,031-714-2202,031-726-4294,12772,43,42,14,28,42,0,2,40,42,27,1,26,4,23,2015-07-21,,그외법인,주식회사,㈜분당시니어,영리,,37.3572989357,127.1698440395
광주시,노인요양시설(개정법),효성너싱홈,지정,경기도 광주시 퇴촌면 천진암로 749-5,경기도 광주시 퇴촌면 관음리 198번지,031-767-1193,031-767-9901,12713,17,12,1,11,12,0,4,8,10,11,3,8,11,0,2015-12-31,,개인,개인,,영리,,37.4513200845,127.3446309421
광주시,노인요양공동생활가정,효심요양원,지정,경기도 광주시 초월읍 독고개길 16,경기도 광주시 초월읍 산이리 31번지,031-766-7320,031-766-7610,12807,9,10,1,9,10,0,1,9,8,8,1,7,8,0,2012-02-13,,개인,개인,,영리,,37.3585987618,127.3157899946
구리시,노인요양시설(개정법),가은사랑요양원,지정,경기도 구리시 이문안로 95,경기도 구리시 수택동 449-14번지,031-5680-0088,031-5680-0078,11941,46,46,10,36,46,0,9,37,27,27,10,17,27,0,2014-05-15,,개인,개인,,영리,,37.5920513527,127.1421791564
구리시,노인요양시설(개정법),가족튼튼요양원,지정,경기도 구리시 체육관로 163,경기도 구리시 교문동 228-19번지,031-551-9197,0303-0944-9197,11925,21,13,4,9,13,0,4,9,0,9,2,7,9,0,2017-06-26,,개인,개인,,영리,,37.5991531533,127.1360164696
구리시,노인요양시설(개정법),고운빛요양원,지정,경기도 구리시 체육관로80번길 19,경기도 구리시 수택동 847-5번지,031-551-4974,031-551-4976,11940,14,14,0,14,14,0,1,13,10,10,2,8,9,1,2011-01-10,,개인,개인,,영리,,37.5919065296,127.1390195252
구리시,노인요양공동생활가정,구리선우요양원,지정,경기도 구리시 동구릉로459번길 56-8,경기도 구리시 사노동 331-12번지,031-5750-2022,031-5750-4886,11905,9,0,0,9,9,0,0,9,5,5,0,5,3,2,2012-01-12,,개인,개인,,영리,,37.6381393548,127.1370164685
구리시,노인요양시설(개정법),구리시립노인전문요양원,지정,경기도 구리시 동구릉로459번길 211,경기도 구리시 갈매동 43-7번지,031-5750-9006,031-5750-9066,11901,80,80,12,68,80,0,17,63,47,49,9,40,49,0,2008-08-18,위탁,,재단법인,대한성공회유지재단,비영리,,37.6360677757,127.1288093772
구리시,노인요양공동생활가정,구리청명요양원,지정,경기도 구리시 이문안로129번길 12-7,경기도 구리시 수택동 697-1번지,031-5650-2277,031-565-2727,11942,9,9,0,9,9,0,0,9,0,6,0,6,0,6,2017-01-01,,개인,개인,,영리,,37.5919373556,127.1462235603
구리시,노인요양공동생활가정,구리행복한요양원,지정,경기도 구리시 원수택로 13,경기도 구리시 수택동 438-58번지,031-5540-2300,031-5510-6969,11933,9,7,2,5,7,0,3,4,0,7,1,6,6,1,2013-02-27,,개인,개인,,영리,,37.5935382569,127.1391135917
구리시,노인요양시설(개정법),구리효심노인요양원,지정,경기도 구리시 체육관로171번길 42,경기도 구리시 교문동 216-11번지,031-5640-2500,031-5640-2502,11925,49,41,11,30,41,0,10,31,0,32,8,24,31,1,2018-10-30,,개인,개인,,영리,,37.6001554966,127.1337005569
구리시,노인요양시설(개정법),사라노인요양시설,지정,경기도 구리시 동구릉로389번길 27-9,경기도 구리시 사노동 204-7번지,031-5270-9291,031-5270-9491,11905,16,15,1,14,15,0,2,13,11,11,1,10,10,1,2012-01-10,,사회복지법인,사회복지법인,사라복지재단,비영리,,37.6320298176,127.1404688784
구리시,노인요양공동생활가정,순원요양원,지정,경기도 구리시 이문안로 95,경기도 구리시 수택동 449-14번지,031-566-9007,070-4116-9961,11941,9,8,2,6,8,0,1,7,0,4,0,4,0,4,2010-03-02,,개인,개인,,영리,,37.5920513527,127.1421791564
구리시,노인요양공동생활가정,아름다운 가정,지정,경기도 구리시 원수택로 32,경기도 구리시 수택동 463-33번지,031-568-7353,031-556-7353,11932,9,8,3,5,8,0,3,5,0,6,0,6,6,0,2008-02-01,,개인,개인,,영리,,37.5949027644,127.1402511081
구리시,노인요양공동생활가정,아름다운 집,지정,경기도 구리시 원수택로 32,경기도 구리시 수택동 463-33번지,031-5680-7353,031-5560-7353,11932,9,8,0,8,8,0,1,7,0,5,0,5,5,0,2008-09-02,,개인,개인,,영리,,37.5949027644,127.1402511081
구리시,노인요양시설(개정법),참사랑노인전문요양원,지정,경기도 구리시 딸기원로24번길 5-8,경기도 구리시 교문동 328-62번지,031-5640-6601,031-5640-6602,11950,29,29,2,27,29,0,9,20,29,17,2,15,17,0,2008-07-21,,개인,개인,,영리,,37.6028069560,127.1199228507
구리시,노인요양시설(개정법),한결노인요양원,지정,경기도 구리시 검배로 102,경기도 구리시 수택동 280-2번지,031-5620-5500,031-5620-5130,11942,40,39,6,33,39,0,13,26,40,25,2,23,0,25,2012-05-07,,개인,개인,,영리,,37.5944698854,127.1491567782
구리시,노인요양공동생활가정,한마음요양원,지정,경기도 구리시 벌말로70번길 83,경기도 구리시 토평동 371번지,031-5560-7777,031-5650-7784,11960,9,9,0,9,9,0,0,9,8,8,1,7,1,7,2010-10-22,,개인,,,비영리,,37.5857111529,127.1499567588
구리시,노인요양공동생활가정,행복한현대요양원,지정,경기도 구리시 이문안로129번길 12-7,경기도 구리시 수택동 697-1번지,031-566-4500,031-554-9400,11942,9,10,4,6,8,2,2,8,5,5,0,5,0,5,2018-01-17,,개인,개인,,영리,,37.5919373556,127.1462235603
구리시,노인요양시설(개정법),효사랑요양원,지정,경기도 구리시 동구릉로460번길 8,경기도 구리시 사노동 355-12번지,031-558-3000,031-558-8822,11906,29,10,5,5,10,0,0,10,8,14,1,13,14,0,2017-10-24,,그외법인,주식회사,주식회사효사랑요양원,영리,,37.6383288228,127.1400191552
구리시,노인요양공동생활가정,휴안노인요양원,지정,경기도 구리시 산마루로 243-34,경기도 구리시 사노동 287-11번지,031-5710-8897,031-5720-8891,11905,9,8,0,9,9,0,1,8,7,7,1,6,6,1,2011-01-17,,개인,개인,,영리,,37.6321692125,127.1359574993
구리시,노인요양공동생활가정,휴엔락요양원,지정,경기도 구리시 이문안로129번길 12-7,경기도 구리시 수택동 697-1번지,031-564-2323,031-564-2332,11942,9,10,2,8,10,0,2,8,7,7,0,7,1,6,2016-12-14,,개인,개인,,영리,,37.5919373556,127.1462235603
군포시,노인요양공동생활가정,e행복한요양원,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-427-7744,031-459-7007,15855,9,9,0,9,9,0,2,7,9,6,0,6,6,0,2012-10-10,,개인,개인,,영리,,37.3514013576,126.9450874758
군포시,노인요양공동생활가정,e행복한요양원 1호점,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-452-6000,031-459-7007,15855,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-12-12,,개인,개인,,영리,180101폐업,37.3514013576,126.9450874758
군포시,노인요양공동생활가정,e행복한요양원 2호점,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-427-7744,031-459-7007,15855,9,9,0,9,9,0,0,9,7,7,1,6,7,0,2012-10-10,,개인,개인,,영리,,37.3514013576,126.9450874758
군포시,노인요양공동생활가정,e행복한요양원 3호점,지정,경기도 군포시 군포로 506,경기도 군포시 당동 784-8번지,031-459-0888,031-427-5894,15855,9,9,0,9,9,0,2,7,7,7,0,7,7,0,2011-08-31,,개인,개인,,영리,,37.3514013576,126.9450874758
군포시,노인요양공동생활가정,고수련요양원 대야미역점,지정,경기도 군포시 대야1로22번길 3,경기도 군포시 대야미동 654-3번지,031-437-2581,,15887,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2010-03-22,,개인,개인,,영리,180117폐업,37.3277156738,126.9174945731
군포시,노인요양시설(개정법),군포시립노인요양센터,지정,경기도 군포시 군포로 221,경기도 군포시 부곡동 770-1번지,031-687-8701,070-7596-8366,15887,100,98,20,78,98,0,6,92,69,69,5,64,68,1,2013-01-01,위탁,,사회복지법인,대한불교조계종       사회복지재단,비영리,,37.3330184490,126.9254118425
군포시,노인요양공동생활가정,군포요양원,지정,경기도 군포시 산본로323번길 4-25,경기도 군포시 산본동 1131번지,031-394-0934,031-392-0934,15865,9,9,2,7,9,0,0,9,0,7,1,6,7,0,2016-07-20,,개인,개인,,영리,,37.3603993849,126.9322721622
군포시,노인요양시설(개정법),군포효사랑요양원,지정,경기도 군포시 고산로250번길 19,경기도 군포시 당동 905-1번지,031-392-9805,031-392-9806,15856,17,16,5,11,16,0,1,15,12,12,1,11,12,0,2014-10-17,,개인,개인,,영리,,37.3478382277,126.9445153052
군포시,노인요양시설(개정법),군포효요양원,지정,경기도 군포시 용호1로2번길 47-7,경기도 군포시 당동 962-3번지,031-399-9009,031-399-9030,15871,154,144,25,119,144,0,6,138,83,85,4,81,85,0,2015-11-17,,그외법인,주식회사,미성산업개발㈜,영리,,37.3465787359,126.9412052400
군포시,노인요양시설(개정법),그린실버요양원,지정,경기도 군포시 산본로386번길 5-1,경기도 군포시 산본동 1094-2번지,031-394-1009,031-394-1007,15818,20,18,3,15,18,0,1,17,0,13,3,10,13,0,2012-07-10,,개인,개인,,영리,,37.3648878571,126.9303185324
군포시,노인요양시설(개정법),너싱홈간호박사네,지정,경기도 군포시 고산로 256,경기도 군포시 당동 921-5번지,031-395-6700,031-391-5855,15856,46,37,10,27,37,0,2,35,25,25,6,19,11,14,2013-01-01,,개인,개인,,영리,,37.3465665323,126.9443553196
군포시,노인요양공동생활가정,늘푸른요양원,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-398-4777,031-398-4778,15802,9,8,3,5,8,0,1,7,5,7,1,6,7,0,2016-12-01,,개인,개인,,영리,,37.3715602496,126.9345372198
군포시,노인요양공동생활가정,늘푸른요양원2,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-398-4777,031-398-4778,15802,9,8,2,6,8,0,2,6,5,7,2,5,7,0,2016-12-01,,개인,개인,,영리,,37.3715602496,126.9345372198
군포시,노인요양공동생활가정,늘푸른요양원3,지정,경기도 군포시 고산로 685,경기도 군포시 산본동 1061번지,031-398-4777,031-398-4778,15802,9,9,1,8,9,0,0,9,5,7,1,6,7,0,2016-12-01,,개인,개인,,영리,,37.3715602496,126.9345372198
군포시,노인요양시설(개정법),다우리요양원 2,지정,경기도 군포시 고산로 679,경기도 군포시 산본동 1061-3번지,031-392-3368,031-392-3369,15802,29,26,4,22,26,0,4,22,19,19,1,18,19,0,2015-07-13,,개인,개인,,영리,,37.3710979180,126.9339872863
군포시,노인요양시설(개정법),무지개요양원,지정,경기도 군포시 군포로 569,경기도 군포시 당동 732-12번지,031-451-4678,031-451-4679,15839,57,56,10,46,56,0,4,52,37,37,4,33,36,1,2013-03-01,,개인,개인,,영리,,37.3568269655,126.9468655178
군포시,노인요양시설(개정법),미소요양원,지정,경기도 군포시 고산로 679,경기도 군포시 산본동 1061-3번지,031-391-3377,031-391-3077,15802,29,27,4,23,27,0,7,20,16,17,3,14,16,1,2017-09-20,,개인,개인,,영리,,37.3710979180,126.9339872863
